"","text","year"
"13","RESOLVED, That this Convention would regard with approbation, and with pleasure, the establishment at our several missionary stations of pious and intelligent merchants, who, while they might pursue their respective occupations on their own responsibility, would, by their presence, example, and counsel, afford essential encouragement to the missionaries.	RESOLVED, 1st, That the interests of this Convention require the existence of some periodicals devoted to the diffusion of intelligence respecting Foreign and Domestic Mission operations.	2nd.  That the Missionary Journal published in this city, promises to be such a publication as is needed for the Foreign Mission department, and is therefore recommended by this body to the Foreign Mission Board as their organ for the purposes above mentioned.	3rd.  That should the Domestic Mission Board deem it proper, they be authorized to publish a monthly periodical for the purpose of diffusing information on its operations.	RESOLVED, That the opening of new settlements, and the admission of new States, in the Southwest, and the mighty tide which is filling them up with an emigrant population, should be regarded with solumn interest, as augmenting the responsibilities of the Southern churches.	RESOLVED, That the condition and circumstances of such a population, render them peculiarly susceptible of deep moral impressions; and that it is highly important that the first impressions, which are strongest and most lasting, should be made by a holy, zealous and intelligent ministry.",1846
"14","RESOLVED, That it becomes us as a religious body, assembled to transact business intimately connected with the welfare of Zion, the destiny of immortal souls, and the glory of God, solemnly to acknowledge our utter helplessness, and the necessity of attending to all our deliberations under the influence of the divine sentiment, ""not by might, nor by power, but by my Spirit, saith the Lord.""	RESOLVED, That before the final vote upon questions of vital importance, (and at such other times as may be deemed suitable by the body,) the business of the Convention shall be suspended, and prayer offered up to Almighty God, for the special guidance of his Spirit.	RESOLVED, That it becomes the duty of every member of this Convention, in view of the vastly important subjects which claim our consideration, and the momentous results, either injurious or salutary, which may be expected to flow from our present course of action, to cultivate an humble, serious and devotional frame of mind; to look constantly to God for the abundant and powerful influences of his blessed Spirit, that we may be enabled to prosecute our deliberations with christian courtesy, gentleness and love; that nothing may be done through strife and vain glory; that the honor of the great Head of the church may lie very near our hearts, and that we may be enabled to act in harmony, and in accordance with the divine will.	RESOLVED, That it be recommended to all the churches in the bounds of this Convention, to observe the Monthly Concert of Prayer for the revival of genuine religion, and the success of the gospel throughout the earth; and that collections be taken up at their meetings to aid these objects.",1846
"15","RESOLVED, That this Convention does not deem it advisable to embarrass itself with any enterprise for the publication and sale of books.	RESOLVED, That this Convention regards with approbation Southern enterprises for the publication and diffusion of a religious literature.",1846
"16","RESOLVED, That we recognize with gratitude, the presence and guidance of the great Head of the church, in the spirit of concession, forbearance, and harmony, which have characterized the proceedings of our present session.",1846
"17","	RESOLVED, That the pastors of our churches be affectionately requested to impart to the colored members of their charges information in relation to the African missions of the Convention, and to secure their cooperation, as far as practicable in sustaining them.RESOLVED, That we regard the instruction of our colored population, as a duty imperatively incumbent upon us as Southern christians; that we regard the preaching of the word of God as the best means of discharging this duty, and we earnestly recommend our churches, to devote a stated portion of their public exercises to the particular instruction of colored persons in the truths of the Bible.",1849
"18","	RESOLVED, That the Secretaries be instructed to present to each of the pastors of this city, who have courteously opened their pulpits to the ministers of the Convention, a copy of the minutes when published.	RESOLVED unanimously, That the thanks of this Convention, are due, and are hereby tendered to the citizens of Charleston, for the kind hospitalities so generously extended to us during our meeting; and we earnestly supplicate that God's mercy may descend in rich effusion, and more than repay in spiritual blessing, the efforts of our friends to render our stay among them so agreeable.	RESOLVED, That the thanks of this Convention be tendered to the several Railroads and other Companies which have afforded facilities to the members in attending this meeting.	RESOLVED, That the thanks of this meeting be tendered to the editors and reporters of the city papers, who have kindly rendered their services in reporting the proceedings of this body.",1849
"19","RESOLVED, That the thanks of this Convention are due and are hereby tendered to Mr. D. K. Whitaker for his faithful and able reports of the deliberations and proceedings of this body, published in the columns of the Charleston Courier.",1849
"20","RESOLVED, That ministering and other brethren present, not delegated to this Convention, be invited to sit with us in our deliberations.",1849
"21","RESOLVED, That the pastors of our churches be affectionately requested to impart to the colored members of their charges information to relation to the African missions of the Convention, and to secure their cooperation, as far as practicable in sustaining them.	RESOLVED, That we regard the instruction of our colored population, as a duty imperatively incumbent upon us as Southern christians; that we regard the preaching of the word of God as the best means of discharging this duty, and we earnestly recommend our churches, to devote a stated portion of their public exercises to the particular instruction of colored persons in the truths of the Bible.",1849
"22","RESOLVED, That we affectionately recommend the churches within our bounds to observe strictly the monthly concert of prayer for the extention of the Redeemer's kingdom throughout the world.",1849
"23","RESOLVED, That our grateful acknowledgments are due to Almighty God for the benevolent feeling and christian courtesy so universally maintained during our present meeting.	RESOLVED, That the Convention now unite in devout thanksgiving to God, for the harmony and good feelings which have prevailed during the meeting.  By request of the Convention, the President, Dr. Johnson, accordingly led in prayer.",1849
"24","	RESOLVED, That the thanks of the Convention be presented to the citizens of Nashville for their very kind and cordial hospitalities.",1852
"25","RESOLVED, That the thanks of the Convention be tendered to the reporters of the Publican Banner, True Whig, Daily Gazette, Center State American, and Tennessee Baptist, for their reports of its proceedings",1852
"26","RESOLVED, That ministering brethren present of our own and other denominations, be invited to seats in this body.	RESOLVED, That brethren A. Maclay and J. J. Woolsey, be invited to seats with us, not as agents, but as Christian brethren.",1852
"27","RESOLVED, That a committee be appointed to inquire into and report on the expediency and practicability of establishing missions by our Board in the large cities of Mexico, the West Indies and South America.	1.  RESOLVED, That the proposal by the Missionary Boards to discontinue the Journal and the Commission, and to issue in their stead a cheap monthly paper, to be entitled, ""The Home and Foreign Journal,"" meets our cordial approbation.	2.  RESOLVED, That the members of this Convention do pledge themselves to endeavor, as far as they may be able, to place this paper in every Baptist family in the Southern States.",1852
"28","WHEREAS, The Southern Baptist Publication Society has published a hymn book entitled ""The Baptist Psalmody,"" which by its evangelical character and general excellence is eminently adapted to the purpose for which it was prepared; and whereas the extensive circulation of the book will contribute materially to the treasure of the Society:	RESOLVED, That the Baptist Psalmody be recommended to the churches to be used in offering their songs of praise to the Father, Son and Holy Ghost.",1852
"29","	RESOLVED, That the thanks of the Convention, be presented to the citizens of Baltimore, for their very kind and cordial hospitalities.	RESOLVED, That the thanks of this Convention be respectfully tendered to the Presidents and Directors of the Seaboard and Roanoke Railroad Company, the Richmond, Fredericksburg and Potomac Railroad Company, the Baltimore and Ohio Railroad Company, the Baltimore Steamboat Company, the Wilmington and Weldon Railroad Company, and the Wilmington and Manchester Railroad Company, for the favor extended to the delegates of this body, in allowing them a return passage by their respective routes without charge.",1853
"30","RESOLVED, That the thanks of this Convention be tendered to the reporters of the True Union, the Baltimore Sun, and Clipper, for their faithful reports of its proceedings.",1853
"31","RESOLVED, That this Convention has learned with sincere pleasure that the memoir of that eminent missionary of the cross, Adoniran Judson, is about to be issued from the press, and anticipate much satisfaction in perusing the detail of the life and services of one who has been so intimately connected with the origin and progress of Christian missions in the east.",1853
"32","RESOLVED, That our devout thanks are due to Almighty God for the harmony and Christian spirit which have pervaded the meetings of this Convention.",1853
"33","The committee to whom was referred the subject of the expediency of memorializing Congress in behalf of securing to American citizens the unmolested exercise of religious worship, recommend the presentation of the following memorial:	To the Honorable President and the Senate of the United States, in Congress assembled:	The memorial of the Southern Baptist Convention respectfully sheweth:  That your memorialists are members of a religious body, which embraces a large and respectable portion of the citizens of the United States.  The object of their petition is one which, in the estimation of your memorialists, and in that of hundreds of thousands of Christians in this land, embraces interests of vast importance.	As the community of civilized nations find it necessary for the protection of the persons and property, and rights of their respective inhabitants, when visiting foreign countries, to enter into treaties with each other and to establish resident officers abroad, in order to watch over and secure these rights, it seems to your memorialists as reasonable and justifiable to provide in our treaties for the security of free toleration in religious worship, as for the security of any other rights.  All intercourse among civilized nations must be based on a fair exchange of privileges, and a reciprocity of advantages and immunities; and, therefore, as the citizens and subjects of all nations with whom we form treaties, enjoy the free and unmolested exercise of their religious opinions and worship on our shores, we think this great and powerful Republic owes it to her citizens who reside in or visit foreign countries, to include in her treaties, not only stipulations for their commercial and social rights, but also a guaranty for their freedom from molestation in their religious worship--a right deemed more sacred and important by Christian nations than any other privilege.	Your memorials, in behalf of the body which they represent, and uttering the sentiments of millions of their fellow-citizens in different parts of the land, earnestly request the attention of your honorable body to this subject.	RESOLVED, That a committee of five be appointed to consider the subject of memorializing the treaty-making authorities of the United States, for the purpose of securing to American citizens in foreign lands the same religious liberty which is accorded to all people in this country.",1853
"34","RESOLVED, That this Convention cherishes the hope that the great cause of ministerial education may continue to receive the fervent prayers and more enlarged contributions of our brethren generally; that those institutions now in existence may receive a more hearty support; and that the churches in the several states represented in this body, may seek out and properly educate all suitable gifts within their bounds, that they may thus supply the constantly increasing demand of our missionary fields.",1853
"35","	RESOLVED, That the thanks of the Convention be tendered to the citizens of Montgomery for their very kind and cordial hospitalities.	RESOLVED, That the thanks of this Convention are due and are hereby tendered to the Montgomery and West Point, Seaboard and Roanoke, Petersburg and Weldon, South Carolina and other railroads, and Chesapeake Bay Steamers, which have permitted the delegates of this body to pass over their respective roads at reduced fare, and that the Secretaries inform the Presidents of the companies of the action hereupon.	RESOLVED, That the thanks of this Convention be tendered to the publishers of the daily papers, for their kindness in publishing the proceedings of the Convention.	RESOLVED, That this Convention appreciate the courtesy of our brethren of other denominations, who have kindly tendered to the Convention the use of their houses of worship, and that this Convention accept their kindness.	RESOLVED, That this Convention would with pleasure accept the invitation to attend the Sunday School celebrations at the Methodist church, but for the fact that the hour designated conflicts with the meeting of the Southern Baptist Publication Society, and we assure the Superintendent of the Methodist Sunday School that we appreciate the courtesy tendered, and that the business of the Convention, which cannot without much inconvenience be dispensed with, impels us to decline its acceptance.",1855
"36","RESOLVED, That the clergymen and brethren of other denominations be affectionately invited to seats in this body, that they may witness its deliberations and discussions.	And it was decided by a vote of 99 for and 53 against it, to strike out.  So it was,	RESOLVED, That the clergymen and brethren of other denominations be affectionately invited to seats in this body.",1855
"37","RESOLVED, That the Board of Domestic Missions be instructed to occupy Kansas, as a field of missions as soon as practicable.",1855
"38","RESOLVED, That a committee of one from each state represented in this body be appointed, to draft a memorial to the President and Senate of the United States, praying that the same religious liberty shall be guaranteed by the treaties existing between this nation and foreign nations, and by treaties hereafter formed, to American citizens residing in foreign lands under the flag of our country, which is guaranteed to all foreigners residing on American soil.",1855
"39","RESOLVED, That ministers of our denomination, who are present, be invited to seat with us.",1855
"40","	RESOLVED, That the thanks of the Convention be tendered the members of the churches and the citizens of Louisville, for the kind hospitality with which we have been entertained.	RESOLVED, That the thanks of the Convention be tendered to the respective steamboat and railroad companies which have permitted the delegates of this body to pass over their respective roads and lines at reduced fare, and that the Secretaries inform the Presidents of the companies of the action hereupon.	RESOLVED, That this Convention gratefully recognizes the kindness of the press of Louisville for their courteous and comprehensive reports of the proceedings of the session.",1857
"41","RESOLVED, That the Boards of this Convention be requested to consider the propriety and importance of a larger use of our denominational press in the dissemination of their intelligence.",1857
"42","RESOLVED, That the thanks of this Convention be tendered to its President and the Secretaries, for the prompt and courteous manner in which they have discharged the duties of their respective offices during the present session.",1857
"43","	RESOLVED, That the thanks of this Convention be tendered to the citizens of Richmond for the very kind and hospitable manner in which they have received and entertained this body during the present session; also, to the several railroads and steamboats which have afforded accommodations to delegates, by allowing them to return home free of charge; also, to the reporters of the Dispatch and Enquirer, who have so ably reported the daily proceedings of this body; also, to the several churches for the use of their pulpits, and request the Secretaries to have this resolution published in the city papers.",1859
"44","RESOLVED, That, as members of this Convention, we express our earnest conviction that personal controversies among pastors, editors, and brethren, should, from this time forth, be more than ever studiously avoided.",1859
"45","RESOLVED, That the thanks of this Convention be tendered to the President and other officers thereof, for the dignified, faithful and impartial manner in which they have discharged their several duties.	RESOLVED, That the thanks of this Convention be returned to the Boards connected with this body and their treasurers for their very arduous and self-denying labors, performed without any other recompense than that which Christians find in toiling and working for Christ and perishing humanity.",1859
"46","RESOLVED, That the President tender to the preachers of other denominations of Christians the regard and respect of this Convention, and invite them to seats upon this floor.	It was moved by brother R. S. Hurt, Va., that this motion be laid on the table, which was decided in the negative--128 voting in the affirmative, and 190 voting in the negative.	Brother T. H. Watts, Ala., moved the following amendment:  add the words, ""to witness our proceedings.""	Brother J. P. Boyce, S.C., moved the previous question, which he afterwards withdrew.	On motion, after discussion, it was agreed that both the resolution and amendment should be withdrawn.",1859
"47","RESOLVED, 1st.  That the present indications of Divine Providence encourage us to go forward to the great work of the world's conversion to Christ with increased vigor and zeal.	2nd.  That we will, individually and collectively, look to God for his blessing, and earnestly seek for the spirit, faith, zeal, and success which distinguished apostolic times.",1859
"48","RESOLVED, That the appointment, by the Convention, of the last week in July for special prayer, be made by the Secretaries through the denominational papers of the South.",1859
"49","RESOLVED, That a committee of three be appointed prepare a memorial to be submitted to the Congress of the United States at its next session, urging that body to adopt such measures as may be deemed proper to secure to American citizens whilst traveling or residing in foreign states, the exercise of the rights of conscience and religious worship.",1859
"50","RESOLVED, That the following amendment be adopted:  Add to Article III the words, ""Provide that no person shall be a member of this Convention who is not a member in good standing of a regular Baptist church.""",1859
"51","	RESOLVED, That the thanks of this Convention be tendered to the various railroad and steamboat companies for their kindness in passing delegates over their lines at reduced rates of fare.	RESOLVED, That the thanks of this body be returned to the brethren of this church and the citizens of Savannah generally, for their kind and hospitable entertainment of the Convention, and to the Lutheran, Methodist, and Presbyterian churches for the use of their respective pulpits.",1861
"52","RESOLVED, That the thanks of this body be returned the two Secretaries of the Convention for their arduous, incessant and most useful services during the session.	RESOLVED, That the thanks of this body be returned to the Secretaries and Treasurers of the Bible Board, The Domestic Board, and the Foreign Mission Board, for the able and judicious management of the affairs respectively confided to them by this Convention.	RESOLVED, That the thanks of this Convention be tendered to the President thereof for the dignified, faithful and impartial manner in which he has discharged his duty.",1861
"53","On motion of Bro. J. J. Fleming of S.C.:	RESOLVED, That a committee be appointed to consider the propriety of changing the term ""United States"" into ""Confederate States,"" wherever said expression occurs in the Constitution or Minutes of this body.	Bro. G. B. Taylor moved to amend this resolution so as to read:	RESOLVED, That a committee be appointed to recommend such vital changes in the Constitution and Minutes as may be necessary, growing out of the recent formation of the Southern Confederacy.",1861
"54","	RESOLVED, That the thanks of this body be returned to the citizens of Augusta and vicinity, for the hospitality extended to the members of the Convention during its session; also to the several Railroads for passing the members for one fare; also to the Churches of this city for the use of their houses of worship.",1863
"55","	RESOLVED, (1) That it is the sense of this body that, the field opened in the army for prior labor is one of the most important that can be entered at present; and, that the Providence of God calls loudly upon His people to make prompt and vigorous efforts to secure the services of Chaplains, and to send forth Missionaries and Colporteurs into this field.	RESOLVED, (2) That the Pastors of the Churches be, and are hereby requested, to bring this subject prominently and frequently to the attention of their people; and also, the duty of constant application of the Divine blessing upon such laborers among our soldiers, that we may be obedient to the sacred command, ""whatsoever they hand findeth to do, do it with thy might.""",1863
"56","RESOLVED, That in view of the evils which threaten to result from the serious interruption of education which the war has caused, this Convention think it appropriate to urge the members of our churches, who are parents, to keep their children steadily at school, and to be increasingly diligent in their domestic training.",1863
"57","RESOLVED, 1st.  That the events of the past two years have only confirmed the conviction expressed by this Convention at its last session, that the war which has been forced upon us is, on our part, just and necessary, and have only strengthened our opposition to a reunion with the United States on any terms whatever; and while deploring the dreadful evils of the war, and earnestly desiring peace, we have no thought of ever yielding, but will render a hearty support to the Confederate Government in all constitutional measures to secure our independence.	RESOLVED, 2d.  That we gratefully acknowledge the hand of God in the preservation of our government against the power and rage of our enemies, and in the signal victories with which he has crowned our arms; and encouraged by the experience of the past, and by the present condition of affairs, and humbly relying on the Divine blessing, we confidently anticipate ultimate success.	RESOLVED, 3d.  That while we justify ourselves in this conflict with our enemies, we acknowledge that our sins have deserved the terrible calamities that God has sent upon us, and view them as a solemn and imperative call to penitence, humiliation and a hearty turning to God.	RESOLVED, 4th.  That the religious destitution of our armies is a cause of deep solicitude, and calls for renewed, vigorous and liberal efforts that it may be supplied.	RESOLVED, 5th.  That the privations of those reduced to poverty by the war, and especially the wants of the families of our soldiers, demand our sympathies, our kind attentions, and our generous contributions.	RESOLVED, 6th.  That the serious interruption of education, and the growing neglect of domestic discipline which the war has caused, are evils of the greatest magnitude, and we earnestly urge upon our brethren and fellow-citizens to keep their children steadily at school, and to give diligent attention to their moral and religious training.	RESOLVED, 7th.  That we have just heard with unutterable grief, of the death of that noble Christian warrior, Lieut. Ga. T. J. Jackson; that we thank God for the good he has achieved, and the glorious example he has left us, and pray that we may all learn to trust, as he trusted, in the Lord alone.",1863
"58","RESOLVED, That a Committee of seven be appointed to inquire whether it is expedient for this Convention to attempt anything for the promotion of Sunday Schools, and if so what?",1863
"59","RESOLVED, That it is the duty of pastors to present the subject of missions to their churches, and to secure systematic contributions, even though unvisited by agents.",1866
"60","We solemnly resolve, in the face of the world, and in the fear of God--	1.  That we believe civil government to be of divine appointment, and that magistrates should be prayed for, and obeyed, in all things, not contrary to the rights of conscience and the revealed will of Christ.	2.  That Christ is the Supreme Ruler, of the Church--that it is his prerogative to put men into the gospel ministry, and that they are amenable only to him for the discharge of its functions--that all interference with these functions on the part of conscience; and that when the claims of civil rulers come in conflict with those of Christ, it is our duty to ""obey God rather than men,"" and endure the consequences.	3.  That we express our sincere sympathy and high regard for those ministers, who, in following the dictates of their consciences, and maintaining the authority of their Supreme Lawgiver, have cheerfully submitted to fines, imprisonments, and other ""pains and penalties,"" and that we will earnestly pray that rulers may be so considerate and just, and that Christian ministers may be so discreet and upright, that the cause of Christ may not be hindered, and the name of God blasphemed.	4.  That in adoption these resolutions, the Convention expressly disavow any disposition to interfere with political affairs, and have regard solely to the question of religious liberty.",1866
"61","	RESOLVED, That the thanks of this body be returned to the citizens of Memphis and vicinity, for the hospitality extended to the members of the Convention during its session; also to the several railroads and steamers for passing the members for one fare; also to the Churches of this place for the use of their houses of worship.",1867
"62","RESOLVED, That this Convention recommend to the Churches to observe Saturday, before the fourth Sunday in June, as a day of fasting, humiliation and prayer, on account of the distressed condition of the country.",1867
"63","RESOLVED, That we humbly and gratefully acknowledge the goodness of God for the peace and harmony that have characterized the proceedings of our Convention.",1867
"64","WHEREAS, The Southern Baptist Convention has reached a crisis in its history in which its future usefulness, and perhaps its very existence, will greatly depend on its prompt and decisive action on certain matters,	RESOLVED, 1st.  That the Southern Baptist Convention is a permanent institution; and that in view of the new and enlarged fields of usefulness which its special fitness for the work requires it to occupy, the necessity of sustaining it is more imperative now than at any former time.	RESOLVED, 2nd.  That Providence clearly indicates, and Christian philanthropy admonishes us of our duty to put forth an earnest and organized effort for the religious instruction of the colored race in our midst.	RESOLVED, 3rd.  That we believe that the time has fully come for the introduction of a new instrumentality, in addition to those already employed, for the conversion of the heathen, viz:  the Christian Colony; and that as the enterprise is now, as we believe, both practicable and desirable, this Convention will adopt, at an early day, measures to organize bodies of converted freedmen, and aid them in settlying as missionary churches in Africa.	The Committee to whom were referred the preamble and resolution presented by Bro. Seeley, respectfully report:	The first and second resolutions we heartily approve, and recommend their adoption by the Convention.	The third resolution relates to the system of Christian colonization as a means of evangelizing the heathen.  That it may be rendered subservient to the spreading of the Gospel we do not doubt; but it is an experiment involving too much expense, and whose success depends on too many contingencies to justify the Convention, at the present time, in entering upon it.  We therefore recommend that the subject be referred to the Foreign Mission Board, to give it careful consideration and to take such action on it as they may deem proper.",1868
"65","	RESOLVED, That this Convention renew and express with cordial earnestness our acknowledgements to the American Bible Society for their generous and liberal donations of Testaments and Bibles during the war, and at different times, since, to our Sunday School Board.",1868
"66","	RESOLVED, That the thanks of this body be returned to the citizens of Baltimore and vicinity, for the hospitality extended to the members of the Convention during its session; also to the several railroad and steamboat companies for passing the members for one fare; also to the churches of this place for the use of their houses of worship.",1868
"67","WHEREAS, The Southern Baptist Convention has reached a crisis in its history in which its future usefulness, and perhaps its very existence, will greatly depend on its prompt and decisive action on certain matters,	RESOLVED, 1st.  That the Southern Baptist Convention is a permanent institution; and that in view of the new and enlarged fields of usefulness which its special fitness for the work requires it to occupy, the necessity of sustaining it is more imperative now than at any former time.	RESOLVED, 2d.  That Providence clearly indicates, and Christian philanthropy admonishes us of our duty to put forth an earnest and organized effort for the religious instruction of the colored race in our midst.	RESOLVED, 3rd.  That we believe that the time has fully come for the introduction of a new instrumentality, in addition to those already employed, for the conversion of the heathen, viz:  the Christian Colony; and that as the enterprise is now, as we believe, both practicable and desirable, this Convention will adopt, at an early day, measures to organize bodies of converted freedmen, and aid them in settlying as missionary churches in Africa.	The Committee to whom were referred the preamble and resolution presented by Bro. Seeley, respectfully report:	The first and second resolutions we heartily approve, and recommend their adoption by the Convention.	The third resolution relates to the system of Christian colonization as a means of evangelizing the heathen.  That it may be rendered subservient to the spreading of the Gospel we do not doubt; but it is an experiment involving too much expense, and whose success depends on too many contingencies to justify the Convention, at the present time, in entering upon it. We therefore recommend that the subject be referred to the Foreign Mission Board, to give it careful consideration and to take such action on it as they may deem proper.",1868
"68","RESOLVED, That during the meetings of the Convention, the morning sessions shall be opened with half an hour devoted to prayer for the blessing of God on the Convention and on the world.",1868
"69","RESOLVED, That we, as Baptists at the South, recognize the high and sacred duty of giving a pure Gospel and enlightened ministry to the colored population now living among us.	RESOLVED, That we recommend to the Churches and District and State Associations to pay special attention to the religious instruction and spiritual interest of the colored people in the midst.",1869
"70","	RESOLVED, (1) That the thanks of this Convention be tendered to the President for the able, dignified, and impartial manner in which he has discharged the high duties of his office.	RESOLVED, (2) That our thanks be also extended to the Secretaries for the very prompt and efficient discharge of this duties.	RESOLVED, That this Convention has received with sensible gratification the assistance rendered by the orphans and pupils of the Academy of the Blind in the public singing in this Church.	RESOLVED, That the thanks of this body are hereby offered to those Churches of this city who have courteously invited its ministers to occupy their pulpits.	RESOLVED, That the thanks of this body be tendered to our brethren and sisters and citizens generally of Macon and vicinity, for the hospitality extended to the members of the Convention during its session; also, to the proprietors of the Macon Telegraph, and Journal and Messenger, for their reports and the generous distribution of their daily papers among the delegates; also, to the several Railroad Companies for passing the members for one fare.",1869
"71","RESOLVED, That we deem it the duty and regard it the prerogative of our Mission Boards to study the precedents and pursue the methods sanctioned by apostolic example in the appointment of agencies for the systematic collection of funds to meet the necessities of our Mission work.",1869
"72","RESOLVED, That we, as Baptists at the South, recognize the high and sacred duty of giving a pure Gospel and enlightened ministry to the colored population now living among us.	RESOLVED, That we recommend to the Churches and District and State Associations to pay special attention to the religious instruction and spiritual interest of the colored people in their midst.",1869
"73","	Resolution, That the thanks of this Body be tendered to our brethren and sisters, and citizens generally, of Louisville, for the hospitality extended to the members of the Convention during its Session; also, to the proprietors and reporters of the Courier-Journal, and Commercial, of Louisville, for their reports; also, to the several railroad companies for passing the members for one fare.",1870
"74","RESOLVED, That the secretaries of this body be instructed to convey to Dr. W. P. Harvey, 417 Kensington Court, Louisville, Kentucky, the gratitude and appreciation of this body for his thirty-three years of faithful and efficient service as auditor of the Southern Baptist Convention.	RESOLVED, 1.  That the Treasurers of the several Boards of this Convention and they are hereby instructed to present their Annual Reports so far in detail as may be necessary, not simply to give general results, but a comprehensive view of all the pecuniary transactions of the Boards.	RESOLVED, 2.  That we congratulate the Boards of the Convention on the skill and efficiency with which they have discharged their duties, and on the confidence and esteem in which they are held by our Denomination.	RESOLVED, 3.  That we respectfully and affectionately urge upon all our Churches the privilege and the duty of seconding the efforts of the Boards in the proposed enlargement of their operations.",1870
"75","WHEREAS, Many of our brethren, both North and South, are desirous of attempting, by some suitable means, to secure organic connection between the several Boards of the Baptist denomination North and South;	RESOLVED 1.  That in the judgment of this Convention, any attempt in this direction would, instead of tending to draw together the Baptists of the North and South, tend rather to keep up strife among the brethren.	RESOLVED 2.  That while we desire to cultivate fraternal feelings towards our Northern brethren, we recommend to the several organizations now existing in both sections to prosecute their own work by such means as the Providence of God may put into their hands, bidding each other God speed in the work of spreading the Gospel throughout the whole earth.",1870
"76","WHEREAS, For the correctness of our judgments, and the success of our plans, we are dependent upon the guidance and blessing of God, and on occasions of this kind, there should be a profound feeling and suitable expression of this truth, therefore,	RESOLVED, 1.  That we, the members of the Southern Baptist Convention, will endeavor, throughout the sessions of this meeting, to maintain a devout and prayerful spirit.	RESOLVED, 2.  That the time from half-past 9 to 10 o'clock of each morning session shall be spent in devotional exercises.",1870
"77","	RESOLVED, That the thanks of this body be tendered to our brethren and sisters, and citizens generally of St. Louis, for the hospitality extended to the members of the Convention during its session; also to the several railroad and steamboat companies who have passed the members at reduced fare; also to the hotels of the city who have entertained the Delegates at reduced rates.",1871
"78","RESOLVED, That a Committee be appointed to consider the means of securing more harmonious and efficient cooperation by the Boards of this Convention with the State Boards, and with general societies of the Baptist denomination devoted to the promotion of Foreign and Home Missions, of Publications, and of Ministerial Education.",1871
